sensor_id,X,Y,Elevation,Temperature,dist_lake
sensor_040,-0.27274079524141204,0.9435641654419213,786.7753596425312,30.71160028750684,1.085207286222711
sensor_041,-0.4303190112450648,-0.9262261052909344,428.2001923047424,31.38100011653643,0.7368501343928332
sensor_042,-0.8970424975000213,-0.44270707152677713,436.9130623912233,32.770798711486975,0.557594932115329
sensor_043,-0.7102102558175538,-0.02109447944487397,574.1621292959178,31.90849322765226,0.35321307689324055
sensor_044,0.9713009082212014,-0.5158894569769992,1018.5246341715095,25.424460750481565,1.0433286544320732
sensor_045,-0.5247249120152007,0.45643269722371915,793.5013724000538,30.958668325120783,0.6583551744439562
sensor_046,-0.26443373456149355,0.26461166118715895,591.2472204690137,31.358480265242306,0.40293494509098227
sensor_047,-0.8194204598911834,0.6706049911784759,1045.781975116055,30.407825005940143,0.9573685147406072
sensor_048,-0.35843987005652833,-0.6269629792002915,445.3306506526717,31.3652516417141,0.41510221283518633
sensor_049,0.35512872368456483,-0.9668243421442877,871.7204568340068,26.8161256015839,0.8403449686592145
sensor_050,0.024186116598561958,-0.5470084496041241,558.0749976714982,29.539902117889564,0.27266040536571856
sensor_051,0.3818754762049319,-0.22652930739892518,608.045201304289,28.398689384546817,0.12018075958920049
sensor_052,0.873459977473469,-0.7249581117080135,1164.7818592499511,24.131256943521276,1.206463103089848
sensor_053,0.8493872365571256,0.754678706761962,396.0342218285889,30.59932080469643,0.2666829221939105
sensor_054,-0.4841167445696888,0.3199680920683581,699.9981203973641,31.194122367245097,0.5168588604685457
sensor_055,0.05930115671201297,-0.5162954181990966,568.1086509595276,29.726584205102657,0.24875510206013493
sensor_056,-0.8137944643882016,0.7944315159066535,1101.7346030134006,29.89409048226049,1.0678629445151613
sensor_057,-0.32194041790259864,-0.3015808507746782,466.1097540851973,30.269927062575157,0.07295734350589146
sensor_058,0.45191135774047875,0.7942205199051542,435.31050006456945,31.63924562888981,0.5710090908317796
sensor_059,0.2840632923085755,-0.8317200700099023,792.1286419958963,27.7432721541577,0.6576969783481335
sensor_060,-0.6767425718107725,0.7971083770541585,1041.9915285401926,30.015840992820088,1.0251679857969302
sensor_061,-0.9898768323075626,-0.6783838971650027,401.36071601004653,32.87203640339742,0.7658155837427705
sensor_062,0.09746757873317224,0.3837903953853865,503.6670532169242,31.020835297390317,0.3580603251965248
sensor_063,0.4243584426950717,-0.5255018250063999,784.8707823244315,27.833522385126948,0.4536426088134989
sensor_064,-0.34920060368146455,0.4929828102360483,719.439520349898,31.16579276877164,0.6642427670858262
sensor_065,-0.812650464343815,-0.26456839388113296,482.5363460720107,32.51804791157182,0.4193338182035619
sensor_066,-0.4695952646365491,-0.5120207132418328,436.5844063024434,31.634886272649993,0.32945536968853617
sensor_067,0.7840931103542266,0.2622772519945258,469.0330402027488,28.73569937005948,0.08162580841198291
sensor_068,0.5896226070832968,0.005274186210384224,551.88905821916,28.232160026279754,0.08639036574742316
sensor_069,-0.609514024403911,0.44490423052301065,825.9469517757227,31.200796397896735,0.6685802183417774
sensor_070,-0.4384552751182884,-0.9513680671370923,426.2902836739217,31.2257334400285,0.7623386005184936
sensor_071,0.8809171687058286,0.9078571540051747,389.3696596680307,31.129221987025,0.39689629933939163
sensor_072,0.829728780440897,-0.2596825994891112,771.3339730240423,27.495432253351378,0.6721464394234997
sensor_073,0.9272399541785057,0.7060189109347201,395.8863500179563,30.10826211668238,0.18305698899424525
sensor_074,-0.4111022158608286,-0.22980454279614948,475.73264228067643,29.9267039688245,0.04132385296933152
sensor_075,-0.661014506627815,0.11360252491670031,637.4960369299176,31.707316943195668,0.4003786530347957
sensor_076,0.8723095483215619,0.392059593349946,436.4904591636696,28.79930928040384,0.08758725960680028
sensor_077,0.23001445339833948,0.9801077002085266,497.0816040739391,31.938770550468217,0.8847918464560808
sensor_078,-0.7198319695269519,0.036659304727473474,605.1776205417308,31.85794864716882,0.3920037361442245
sensor_079,0.39403148199053595,0.40496816797421853,452.03140531799136,30.690938245541513,0.21649343180718972
sensor_080,-0.28101769756048967,-0.4128163114710133,462.33290698236095,30.761132893948012,0.1681076452399221
sensor_081,0.7341446371602074,0.8264811051129426,399.8842651258057,31.28675373625547,0.419971065163413
sensor_082,0.022684797721875594,0.0030325893743992083,492.11255053222584,29.010224269181368,0.014315010218638374
sensor_083,0.4039337545154067,0.5915853388722021,444.8026663880667,31.441713963298138,0.39723661282902056
sensor_084,0.7800106836351326,-0.3240096862969284,813.9315742754391,27.051891692840513,0.6619530559583016
sensor_085,0.15656028199234795,-0.9281154524065158,699.7929758528871,28.40140758381855,0.6904388544860055
sensor_086,-0.06880396373507969,0.08528926941515325,502.80592524862067,30.52673905686929,0.1396472411932142
sensor_087,-0.9389995001219011,-0.9253036225015712,386.8917092287997,32.44269916358389,0.9116972515016114
sensor_088,0.6452011213193165,-0.2796187171774742,736.7473679294872,27.89639610185073,0.43677121170901856
sensor_089,0.5399871061972217,-0.5683579450063136,886.6607737143311,26.706546544540355,0.6060024474645624
sensor_090,0.2457809516380005,-0.829305070012464,759.7912518742239,27.982279187921375,0.6332498132555666
sensor_091,0.08127024322021303,0.2748598029964131,497.58592713944324,30.822935066504897,0.2572839005556944
sensor_092,0.4521826674453231,0.9517041589250692,434.6881594999472,31.52647197132877,0.7283276157362066
sensor_093,0.5903723895374073,-0.45833549747585156,843.0753131794935,27.191187807587013,0.550848365179023
sensor_094,-0.12205715858872779,-0.8430872373154681,523.2006856503662,30.286279780333764,0.5630645780659489
sensor_095,-0.18209411117146024,-0.6534113598583084,489.35706087936944,30.770321119415442,0.38164817191730915
sensor_096,-0.6871259146578279,-0.49951420367080934,428.37425206934586,32.54289376280045,0.4221851882078166
sensor_097,0.32039475343546253,-0.4401322061081143,679.0900365448022,28.551947266584257,0.28933635232882654
sensor_098,0.9097305613263882,0.475793833391537,420.56490984983515,28.984213157653528,0.050159053579851565
sensor_099,-0.16079987514442018,-0.5045380209976851,487.0438989275544,30.60009834622235,0.22913992195818295
